DATE,OUTBREAKS,FACILITIES_AFFECTED,RESIDENT_CASES,RESIDENT_DEATHS,STAFF_CASES,WEEKLY_OUTBREAKS,WEEKLY_FACILITIES_AFFECTED,WEEKLY_RESIDENT_CASES,WEEKLY_RESIDENT_DEATHS,WEEKLY_STAFF_CASES,ACT_OUTBREAKS_FACILITIES,ACT_ACTIVE_CASES_RESIDENTS,ACT_ACTIVE_CASES_STAFF,ACT_OUTBREAKS_OPENED_7DAYS,ACT_OUTBREAKS_CLOSED_7DAYS,NSW_OUTBREAKS_FACILITIES,NSW_ACTIVE_CASES_RESIDENTS,NSW_ACTIVE_CASES_STAFF,NSW_OUTBREAKS_OPENED_7DAYS,NSW_OUTBREAKS_CLOSED_7DAYS,NT_OUTBREAKS_FACILITIES,NT_ACTIVE_CASES_RESIDENTS,NT_ACTIVE_CASES_STAFF,NT_OUTBREAKS_OPENED_7DAYS,NT_OUTBREAKS_CLOSED_7DAYS,QLD_OUTBREAKS_FACILITIES,QLD_ACTIVE_CASES_RESIDENTS,QLD_ACTIVE_CASES_STAFF,QLD_OUTBREAKS_OPENED_7DAYS,QLD_OUTBREAKS_CLOSED_7DAYS,SA_OUTBREAKS_FACILITIES,SA_ACTIVE_CASES_RESIDENTS,SA_ACTIVE_CASES_STAFF,SA_OUTBREAKS_OPENED_7DAYS,SA_OUTBREAKS_CLOSED_7DAYS,TAS_OUTBREAKS_FACILITIES,TAS_ACTIVE_CASES_RESIDENTS,TAS_ACTIVE_CASES_STAFF,TAS_OUTBREAKS_OPENED_7DAYS,TAS_OUTBREAKS_CLOSED_7DAYS,VIC_OUTBREAKS_FACILITIES,VIC_ACTIVE_CASES_RESIDENTS,VIC_ACTIVE_CASES_STAFF,VIC_OUTBREAKS_OPENED_7DAYS,VIC_OUTBREAKS_CLOSED_7DAYS,WA_OUTBREAKS_FACILITIES,WA_ACTIVE_CASES_RESIDENTS,WA_ACTIVE_CASES_STAFF,WA_OUTBREAKS_OPENED_7DAYS,WA_OUTBREAKS_CLOSED_7DAYS,TOTAL_OUTBREAKS_FACILITIES,TOTAL_ACTIVE_CASES_RESIDENTS,TOTAL_ACTIVE_CASES_STAFF,TOTAL_OUTBREAKS_OPENED_7DAYS,TOTAL_OUTBREAKS_CLOSED_7DAYS
19/05/2023,14687,2819,143267,5467,85966,207,2,1876,38,875,4,25,5,1,2,158,964,354,65,48,0,0,0,0,0,95,428,213,45,18,33,135,62,12,9,5,9,3,2,4,108,430,184,58,31,50,200,120,24,18,453,2191,941,207,130
26/05/2023,14895,2821,145517,5507,87016,194,2,2269,42,1040,5,26,6,3,2,177,1111,455,73,48,1,33,13,1,0,82,434,201,27,36,38,228,103,16,12,4,26,5,2,3,119,583,223,48,34,56,314,144,24,14,482,2755,1150,194,149
2/06/2023,15092,2826,147672,5563,87866,181,5,2168,56,851,7,32,6,3,1,182,1129,419,71,67,1,13,5,0,0,86,489,208,33,29,31,206,72,9,15,4,36,14,3,3,115,602,211,48,38,50,236,104,14,19,476,2743,1039,181,172
9/06/2023,15262,2827,149492,5624,88555,161,1,1822,61,692,7,47,18,2,2,174,1124,370,62,64,0,0,0,0,1,91,412,179,34,27,31,153,37,14,11,6,47,21,2,0,96,503,159,34,53,40,174,74,13,21,445,2460,858,161,179
16/06/2023,15397,2829,150878,5662,89092,123,1,1382,38,528,8,42,11,4,3,150,837,259,42,58,0,0,0,0,0,74,289,178,27,42,27,132,23,9,14,2,34,17,0,3,81,390,101,24,32,36,182,55,17,19,378,1906,644,123,171
23/06/2023,15504,2829,151958,5703,89527,99,0,1151,42,441,7,30,6,1,1,103,562,169,30,59,0,0,0,0,0,56,226,112,22,29,24,105,41,10,10,3,9,13,2,1,66,302,93,26,35,33,155,57,8,10,292,1389,491,99,145
30/06/2023,15601,2830,152910,5726,89841,92,1,954,23,315,6,12,5,2,3,97,530,143,34,35,0,0,0,0,0,48,168,88,15,20,26,102,42,10,6,4,20,13,3,2,59,325,94,20,20,20,106,36,8,18,260,1263,421,92,104
7/07/2023,15677,2832,153764,5764,90108,73,2,861,38,267,3,11,2,0,2,79,496,138,27,35,0,0,0,0,0,41,148,64,19,23,25,94,42,10,9,3,11,4,0,1,48,242,70,12,20,16,99,44,5,8,215,1101,364,73,98
14/07/2023,15760,2832,154383,5804,90544,80,0,625,40,434,2,11,2,0,1,62,324,98,24,34,0,0,0,0,0,47,157,83,25,17,21,76,33,7,9,2,11,5,0,1,37,158,39,18,23,15,54,21,6,7,186,791,281,80,92
21/07/2023,15815,2832,154902,5820,90699,53,0,519,16,156,2,16,2,1,1,48,209,62,12,23,0,0,0,0,0,42,159,73,12,14,21,66,29,7,4,3,12,1,3,2,30,194,42,13,12,12,67,15,5,9,158,723,224,53,65
28/07/2023,15867,2832,155378,5826,90861,53,0,497,13,163,2,14,4,0,0,40,152,35,18,20,0,0,0,0,0,37,137,71,17,19,12,28,12,6,13,4,27,7,1,0,26,133,27,8,7,10,62,23,3,4,131,553,179,53,63
4/08/2023,15919,2833,156012,5836,91039,46,0,618,10,172,1,1,0,1,2,29,144,38,9,18,0,0,0,0,0,35,167,86,16,12,9,48,11,4,7,3,19,5,1,1,24,89,24,10,11,10,43,17,5,5,111,511,181,46,56
11/08/2023,15967,2834,156373,5843,91178,48,2,377,7,147,0,0,0,0,1,28,115,45,12,11,0,0,0,0,0,32,138,61,12,13,5,36,15,1,6,3,9,1,1,1,23,89,25,14,13,15,54,26,8,3,106,441,173,48,48
18/08/2023,16011,2835,156759,5850,91311,41,0,422,7,147,0,0,0,0,0,27,137,37,14,16,0,0,0,0,0,26,144,48,12,15,5,26,16,1,1,5,6,4,3,1,23,113,43,9,7,9,29,14,2,7,95,455,162,41,47
25/08/2023,16050,2835,156967,5859,91405,36,0,215,9,99,1,6,2,1,0,27,126,46,10,8,0,0,0,0,0,23,102,55,8,7,4,9,5,2,3,3,9,7,0,2,24,80,21,12,8,6,12,6,3,7,88,344,142,36,35
1/09/2023,16096,2837,157384,5856,91549,45,2,419,4,143,3,13,1,2,0,30,140,63,15,10,0,0,0,0,0,18,60,28,6,8,7,31,15,4,1,4,17,9,3,1,22,152,33,12,12,4,21,3,3,4,88,434,152,45,36
8/09/2023,16136,2840,157678,5859,91659,39,3,295,3,112,3,10,3,0,0,30,146,66,11,12,0,0,0,0,0,14,34,6,5,7,7,20,14,5,5,4,34,9,1,1,27,122,41,15,9,5,34,2,2,1,90,400,141,39,35
15/09/2023,16206,2841,158083,5864,91796,63,2,401,5,132,3,11,2,1,1,28,120,42,16,14,1,9,5,0,0,13,45,7,6,8,15,47,9,10,2,3,15,8,1,2,38,191,55,24,11,6,27,10,5,3,107,465,138,63,41
22/09/2023,16272,2843,158705,5871,92036,59,1,614,7,241,3,10,6,1,1,39,185,72,18,5,0,0,0,0,1,10,59,16,4,7,19,75,40,9,6,2,2,0,0,1,45,288,101,24,14,5,26,3,3,4,123,645,238,59,39
29/09/2023,16338,2842,159313,5880,92250,64,0,618,9,214,2,2,3,0,1,42,133,45,18,12,0,0,0,0,0,10,28,15,6,3,18,86,48,5,5,1,10,4,1,1,63,401,114,32,13,6,35,3,2,0,142,695,232,64,35
6/10/2023,16432,2843,159999,5881,92501,65,0,667,9,204,2,6,0,1,1,42,137,57,17,7,0,0,0,0,0,15,60,23,11,8,19,121,31,9,5,3,6,3,2,0,62,383,99,24,17,5,20,4,1,1,148,733,217,65,39
13/10/2023,16508,2843,160649,5895,92747,72,0,651,14,243,2,4,1,0,0,30,130,53,11,17,0,0,0,0,0,17,56,22,5,4,17,91,30,9,10,5,23,6,2,0,71,401,147,39,29,7,25,13,6,5,149,730,272,72,65
20/10/2023,16603,2844,161588,5908,93104,72,1,939,13,355,0,0,0,0,1,40,187,67,23,14,0,0,0,0,0,23,106,41,14,8,24,150,50,12,6,5,14,8,2,2,76,442,178,30,17,17,84,44,11,1,185,983,388,92,49
27/10/2023,16721,2844,162609,5922,93587,106,0,1021,14,480,0,0,0,0,0,72,387,144,44,14,0,0,0,0,0,25,144,106,10,8,24,121,40,7,5,3,11,6,0,2,86,464,158,40,26,16,79,57,5,4,226,1206,511,106,59
3/11/2023,16883,2844,163899,5934,94225,154,0,1299,13,638,2,12,2,2,0,93,525,240,46,22,1,7,1,1,0,42,186,126,26,10,27,161,63,12,3,3,6,8,0,0,96,515,227,47,29,30,163,78,20,5,294,1575,745,154,69
10/11/2023,17027,2848,165260,5952,94868,129,4,1361,18,641,3,15,7,1,0,97,556,252,32,29,2,20,6,1,0,52,215,138,23,11,29,122,70,12,9,4,10,6,3,1,107,568,194,39,28,40,209,93,18,8,334,1715,766,129,86
17/11/2023,17173,2848,166643,6000,95520,137,0,1390,48,660,3,26,9,2,2,92,477,197,42,43,2,43,9,1,1,47,177,133,15,14,40,168,70,24,12,4,15,9,3,2,106,643,204,43,41,30,158,87,7,15,324,1707,718,137,130
24/11/2023,17306,2849,167870,6022,96107,118,1,1245,25,585,3,8,4,1,1,81,439,217,29,35,3,30,15,1,0,43,132,83,22,22,36,157,72,12,14,6,23,31,4,2,98,578,190,32,35,31,165,70,17,17,301,1532,682,118,126
1/12/2023,17463,2851,168996,6048,96657,144,2,1158,26,549,4,7,4,1,0,79,382,189,45,44,2,2,15,0,1,57,244,124,28,14,28,168,52,8,15,8,22,19,3,1,83,372,126,42,44,38,137,83,17,10,299,1334,612,144,129
8/12/2023,17612,2852,170161,6070,97155,141,1,1172,22,498,3,6,2,1,2,92,439,166,42,23,1,2,1,0,1,70,320,162,37,22,33,154,57,14,7,7,16,14,3,3,75,331,95,30,34,36,142,89,14,15,317,1410,586,141,107
15/12/2023,17754,2853,171300,6087,97781,137,1,1147,17,627,3,5,1,2,3,89,422,162,35,30,2,8,2,2,0,85,388,227,36,19,27,88,46,8,9,7,26,16,4,4,76,370,137,38,37,35,153,75,12,11,324,1460,666,137,113
22/12/2023,17931,2854,172766,6110,98593,162,1,1472,23,810,2,6,0,0,0,86,330,183,2,39,1,3,1,0,0,82,355,247,3,32,37,145,96,5,20,9,32,18,0,3,97,360,164,14,56,36,213,125,0,12,350,1444,834,24,162
5/01/2024,18307,2856,175465,6149,99791,221,0,1635,23,778,3,5,8,2,2,125,591,266,73,35,0,0,0,0,0,79,316,167,47,35,40,178,72,24,10,10,49,20,5,4,115,425,156,54,53,41,229,101,16,14,413,1793,790,221,153
12/01/2024,18531,2858,177375,6181,100794,204,2,1946,32,1015,2,7,5,0,1,146,688,318,67,46,1,1,0,1,0,79,386,236,32,28,49,219,101,22,11,9,46,33,4,5,127,493,233,56,41,46,295,134,22,17,459,2135,1060,204,149
19/01/2024,18697,2860,179153,6219,101692,150,2,1796,38,902,3,31,8,1,0,148,777,390,53,44,0,0,0,0,1,77,414,238,29,27,34,109,61,13,22,9,41,34,2,3,101,543,214,34,52,47,218,114,18,18,419,2133,1059,150,167
26/01/2024,18842,2861,180664,6241,102358,122,1,1514,23,669,3,42,11,1,1,121,691,284,41,70,0,0,0,0,0,72,337,196,27,32,36,186,73,16,12,8,26,15,3,5,78,324,111,29,43,29,144,54,5,21,347,1750,744,122,184
2/02/2024,18964,2861,181697,6256,102843,114,0,1044,15,499,4,18,8,1,0,96,504,208,37,59,1,18,4,1,0,70,335,191,24,22,32,164,83,14,16,6,25,12,2,3,58,215,90,22,38,20,105,34,13,20,287,1384,630,114,158
9/02/2024,19076,2862,182557,6276,103253,104,1,863,21,409,3,20,4,2,3,75,358,134,25,43,3,13,9,2,0,69,210,153,25,23,32,145,67,14,11,7,42,17,5,4,48,227,71,21,28,22,116,52,10,8,259,1131,507,104,120
16/02/2024,19199,2863,183698,6293,103809,114,1,1142,17,554,1,14,1,0,2,78,379,133,37,32,3,19,7,0,0,73,264,171,32,25,28,155,74,13,13,8,58,31,1,1,54,286,101,28,18,17,115,44,3,8,262,1290,562,114,99
23/02/2024,19312,2864,184847,6306,104280,106,1,1157,13,479,3,4,1,3,1,72,342,158,27,31,2,14,5,0,1,73,433,162,25,21,29,108,66,10,9,9,24,10,3,2,61,313,113,27,16,20,88,25,10,5,269,1326,540,105,86
1/03/2024,19425,2865,185713,6317,104761,108,1,968,14,485,3,4,1,0,0,72,348,164,31,31,2,7,2,1,1,66,297,148,28,27,27,123,67,14,13,6,47,17,2,5,57,242,101,20,23,20,109,42,12,11,253,1177,542,108,111
8/03/2024,19501,2864,186732,6335,105133,101,0,1043,12,430,1,1,0,0,2,62,243,83,22,27,2,14,0,1,1,60,279,141,24,24,31,175,91,11,5,9,56,25,4,0,59,320,113,32,21,16,103,33,7,11,240,1191,486,101,91
15/03/2024,19594,2864,187650,6348,105536,87,0,920,13,401,1,1,0,1,2,45,263,82,21,32,2,14,0,0,0,55,269,140,27,26,24,153,77,11,15,10,85,36,4,3,56,277,106,15,18,17,72,35,8,8,210,1134,476,87,104
22/03/2024,19679,2865,188279,6362,105773,81,1,642,14,249,1,1,0,0,0,50,213,90,24,16,1,1,0,0,0,46,196,94,14,21,21,95,54,6,8,10,67,39,3,4,39,147,33,23,32,18,98,37,11,7,186,818,347,81,88
29/03/2024,19785,2865,189183,6377,106187,106,0,915,15,423,0,0,0,0,0,54,291,93,26,17,1,1,0,1,1,41,238,104,23,25,22,86,25,12,12,9,24,14,3,2,52,219,97,33,13,15,35,51,8,9,194,894,384,106,79
5/04/2024,19873,2865,189895,6388,106439,80,0,712,11,285,0,0,0,0,0,61,292,115,24,17,1,1,0,0,0,42,170,74,16,17,19,97,45,9,10,6,22,11,1,4,43,241,66,19,25,19,95,25,11,5,191,918,336,80,78
12/04/2024,19979,2867,190588,6398,106695,106,1,707,10,257,0,0,0,0,0,64,249,106,29,23,1,7,1,1,0,35,121,55,15,19,26,142,60,16,6,7,29,8,6,3,52,194,65,27,13,24,79,34,12,5,209,821,329,106,69
19/04/2024,20073,2867,191478,6408,107087,91,0,891,10,394,0,0,0,0,0,64,321,117,25,22,1,7,1,0,0,32,143,72,12,15,26,142,43,9,8,9,83,24,3,2,62,314,127,33,17,22,127,63,9,11,216,1137,447,91,75
26/04/2024,20187,2869,192568,6443,107500,109,1,1064,34,413,6,26,9,5,0,58,363,125,25,27,1,3,3,0,0,28,116,49,15,18,26,116,39,11,9,6,65,23,1,4,70,345,154,36,26,27,171,66,16,10,222,1205,468,109,94
3/05/2024,20313,2869,193644,6459,108025,119,0,1070,16,519,6,40,11,1,1,66,334,121,32,20,2,4,3,1,0,29,124,69,12,9,31,113,43,15,10,8,44,19,4,2,81,411,182,38,25,35,214,104,16,7,258,1284,552,119,74
10/05/2024,20466,2871,195793,6475,108774,147,2,2148,16,751,5,29,17,1,1,76,441,153,32,24,2,6,1,1,1,34,206,96,19,12,34,229,115,18,12,7,51,15,1,1,114,606,269,54,21,38,232,131,21,15,310,1798,797,147,87
17/05/2024,20659,2871,197260,6515,109626,186,0,1959,40,853,4,23,13,3,2,86,629,235,42,26,2,11,2,1,1,52,232,152,32,14,40,230,138,18,12,7,27,12,2,2,136,726,284,65,34,51,275,124,23,11,378,2150,960,186,102
24/05/2024,20849,2872,199632,6551,110803,181,1,2392,37,1180,4,20,9,1,1,111,753,299,54,34,2,3,2,1,1,45,194,118,11,15,42,270,164,17,12,6,22,11,3,5,152,993,388,73,54,54,277,164,21,15,416,2532,1155,181,137
31/05/2024,21071,2875,202190,6580,112015,219,3,2563,29,1225,4,33,16,2,1,128,952,440,64,36,2,3,0,0,0,47,215,111,23,20,51,282,170,23,11,10,50,38,7,3,168,1125,384,74,52,59,267,152,26,19,469,2927,1311,219,142
7/06/2024,21306,2878,205075,6629,113340,218,3,2908,49,1348,5,51,22,7,1,155,982,456,83,42,2,6,3,1,0,57,316,151,25,18,60,378,210,27,21,12,62,45,3,1,158,977,328,57,60,50,279,147,15,26,499,3051,1362,218,169
14/06/2024,21490,2883,207713,6677,114464,180,5,2647,48,1132,6,56,21,3,2,155,947,413,59,48,1,4,1,0,0,63,429,173,36,24,69,352,207,24,13,11,68,32,5,4,149,904,309,44,51,33,128,103,9,26,487,2888,1259,180,168
21/06/2024,21666,2883,210303,6736,115454,161,0,2604,59,1002,8,68,13,4,2,165,1084,382,62,45,2,5,2,1,0,64,411,182,35,26,58,300,111,16,22,15,62,31,6,1,118,690,233,37,57,23,104,59,10,17,453,2724,1013,171,170
28/06/2024,21818,2885,212358,6783,116282,151,2,2061,47,836,6,45,9,0,2,149,1116,463,52,60,4,36,5,2,0,60,308,152,23,28,46,223,91,15,23,14,62,21,3,4,110,587,242,41,41,17,52,17,15,16,406,2429,1000,151,174
5/07/2024,21995,2887,214346,6822,117157,172,2,2001,39,886,3,18,7,0,3,147,943,381,59,52,3,13,0,0,0,83,387,184,44,20,29,122,62,13,24,10,41,16,5,10,99,504,216,39,45,21,106,41,12,7,395,2134,907,172,161
12/07/2024,22136,2893,215968,6852,117882,140,6,1636,31,738,2,17,8,0,1,128,781,330,56,58,1,0,0,0,2,77,457,211,31,26,19,60,48,7,11,6,30,19,2,6,93,403,133,28,31,31,150,60,16,7,357,1898,809,140,142
19/07/2024,22254,2893,217319,6883,118364,98,0,1342,30,478,3,12,4,2,1,93,525,179,37,57,0,0,0,0,1,53,317,176,26,43,14,95,30,8,12,5,42,16,2,2,66,286,64,29,49,21,101,30,8,17,255,1378,499,112,182
